event_id,node_id,initial_x,initial_y,final_x,final_y,initial_sf,final_sf,initial_tx_power,final_tx_power,start_time,end_time,energy_J,result,gateway_id
554,277,831.4254128960205,402.4823915527591,133.6754619319709,206.9317550837818,8,8,14.0,14.0,0.17975240765507308,0.25757640765507306,0.001954850496458015,Success,0.0
38,19,253.57680871503473,39.87116660860413,741.5830962455162,427.87315478113766,10,10,14.0,14.0,0.28124637115500817,0.5515823711550081,0.006790533303485736,Success,0.0
178,89,404.82701782531706,351.44297609676545,84.36129225681744,960.1428087855005,9,9,14.0,14.0,0.295012791163517,0.43018079116351693,0.003395266651742868,Success,0.0
732,366,467.36718654523224,51.92696883531656,452.81293598118276,606.1899491469554,9,9,14.0,14.0,0.3753431830803119,0.5105111830803118,0.003395266651742868,CollisionLoss,
316,158,910.7268500570455,439.68535608908866,430.3858217108377,418.61858322871257,8,8,14.0,14.0,0.49282399628273404,0.570647996282734,0.001954850496458015,Success,0.0
262,131,389.14300047967623,432.99051195596496,223.12846971735735,510.9301417559373,12,12,14.0,14.0,0.506127735720364,1.423631735720364,0.023046658484557652,Success,0.0
544,272,383.70881977842276,208.95221489802574,17.102777172927297,927.2195449864253,10,10,14.0,14.0,0.5909288726139575,0.8612648726139576,0.006790533303485736,Success,0.0
366,183,25.437944541484626,574.1643222819577,12.261535691412305,620.3120208079841,7,7,14.0,14.0,0.6245167984502235,0.6685487984502234,0.0011060338335222978,Success,0.0
352,176,658.8645171433496,707.8979919341635,16.69044222636751,899.1815011493401,12,12,14.0,14.0,0.6850073450498358,1.6025113450498358,0.023046658484557652,CollisionLoss,
520,260,882.1797792738423,841.2013746979496,969.4770902923276,343.8721916468226,10,10,14.0,14.0,0.7331873519791233,1.0035233519791233,0.006790533303485736,CollisionLoss,
10,5,708.7011836582462,578.5174722290831,662.1141413286277,957.3243717134409,8,8,14.0,14.0,0.7425212515248856,0.8203452515248856,0.001954850496458015,Success,0.0
96,48,110.45856292929469,326.4453929223906,817.8308741072603,491.08306161859804,11,11,14.0,14.0,0.9169666163956548,1.4576386163956547,0.013581066606971472,CollisionLoss,
88,44,27.032739546414277,364.2589293639976,856.4203037583143,985.2008062148617,10,10,14.0,14.0,0.9634919408142374,1.2338279408142374,0.006790533303485736,CollisionLoss,
538,269,22.07940493692839,718.4029765879533,569.311721121244,760.0800424526446,10,10,14.0,14.0,0.9981171092751109,1.2684531092751108,0.006790533303485736,Success,0.0
362,181,290.2659298143454,385.4721735424693,292.81355305310717,271.35541753541025,11,11,14.0,14.0,1.0003721382482746,1.5410441382482745,0.013581066606971472,Success,0.0
150,75,250.2960976998909,565.1485173406294,807.7643548582222,805.7528048447033,7,7,14.0,14.0,1.062008981757137,1.106040981757137,0.0011060338335222978,Success,0.0
784,392,481.9259126537735,922.6667883556388,193.51994946737926,478.87683226172305,8,8,14.0,14.0,1.1205861311518786,1.1984101311518784,0.001954850496458015,Success,0.0
512,256,291.55021251292555,246.89044760915203,11.770548009565228,99.22148234501537,9,9,14.0,14.0,1.1233634383200037,1.2585314383200037,0.003395266651742868,Success,0.0
792,396,567.2865983317854,96.4229467262202,121.44230264567324,102.30310839363032,11,11,14.0,14.0,1.2040831087631318,1.744755108763132,0.013581066606971472,CollisionLoss,
166,83,743.8444328709077,613.2988616049071,102.71712928757204,395.86891039371517,7,7,14.0,14.0,1.45831091986386,1.50234291986386,0.0011060338335222978,Success,0.0
272,136,851.9742167040473,942.7999376496033,849.4733514641856,781.9587491198344,7,7,14.0,14.0,1.7487899339975637,1.7928219339975637,0.0011060338335222978,Success,0.0
322,161,702.3874230045835,907.8327626913734,874.4992848779369,24.35311725170619,9,9,14.0,14.0,1.8059400133238566,1.9411080133238565,0.003395266651742868,Success,0.0
378,189,614.0948197872623,871.4426512008536,920.2074495434382,641.4617153590258,11,11,14.0,14.0,1.811907166253796,2.352579166253796,0.013581066606971472,CollisionLoss,
690,345,958.0101015065246,364.1611292195411,550.2398059285483,236.44002908574203,11,11,14.0,14.0,1.907677963276356,2.448349963276356,0.013581066606971472,CollisionLoss,
46,23,379.5096664139903,871.6372658288346,955.5708541618151,340.478969197017,11,11,14.0,14.0,1.9680400308684145,2.5087120308684145,0.013581066606971472,CollisionLoss,
592,296,801.4253212406952,515.7904619381121,48.6525137901812,278.73387416896867,11,11,14.0,14.0,2.228357729577173,2.7690297295771726,0.013581066606971472,CollisionLoss,
290,145,646.4466871736748,270.93702150460655,189.5279214897375,620.8342246077334,10,10,14.0,14.0,2.2753806682054183,2.545716668205418,0.006790533303485736,Success,0.0
618,309,254.42810232969182,782.5479874341659,742.2253705320109,218.90222517026615,7,7,14.0,14.0,2.356036081790905,2.4000680817909053,0.0011060338335222978,Success,0.0
164,82,512.0419889240317,6.387158457229591,16.602107910958843,635.3519386597143,12,12,14.0,14.0,2.3746175550072706,3.2921215550072707,0.023046658484557652,CollisionLoss,
534,267,346.8956436851235,240.04962784470473,446.7534232227799,367.7302166709602,8,8,14.0,14.0,2.7259014751909714,2.8037254751909715,0.001954850496458015,Success,0.0
532,266,416.005400258234,471.7617737868208,271.30473166734015,316.2615004036793,12,12,14.0,14.0,2.774115186134518,3.6916191861345182,0.023046658484557652,Success,0.0
612,306,455.61470489183665,768.4164845375,704.7462561385595,196.14571007531555,12,12,14.0,14.0,2.788947314981867,3.706451314981867,0.023046658484557652,CollisionLoss,
782,391,390.6665968361407,714.4085546311346,167.20486686899204,508.57802287186126,7,7,14.0,14.0,2.8305190356222325,2.8745510356222326,0.0011060338335222978,CollisionLoss,
