event_id,node_id,initial_x,initial_y,final_x,final_y,initial_sf,final_sf,initial_tx_power,final_tx_power,start_time,end_time,energy_J,result,gateway_id
170,85,899.6357433100069,45.481774515648276,670.9215615672115,704.7936271592885,10,10,14.0,14.0,1.2973247309477747,1.5676607309477746,0.006790533303485736,Success,0.0
2,1,146.0204005514022,673.9748077773326,521.6390041993684,111.7212854067705,10,10,14.0,14.0,1.7744898599586347,2.044825859958635,0.006790533303485736,Success,0.0
150,75,840.5800234298765,580.3543607620502,77.82015303067935,108.3941592514891,9,9,14.0,14.0,1.8381493016382,1.9733173016382,0.003395266651742868,Success,0.0
184,92,173.23574579570933,360.6183278462678,533.9334461115858,928.3262237997853,12,12,14.0,14.0,2.1334168653741936,3.0509208653741937,0.023046658484557652,CollisionLoss,
166,83,695.4649040777331,584.4020057970425,760.3640287364008,536.0509951190132,12,12,14.0,14.0,2.137386873832828,3.054890873832828,0.023046658484557652,CollisionLoss,
174,87,840.6206278563686,541.2216078113759,530.5377113582427,915.3338848816688,11,11,14.0,14.0,2.8541668326184064,3.3948388326184062,0.013581066606971472,CollisionLoss,
12,6,928.5270371577644,130.7334413578014,959.6364429829601,753.6666037392042,11,11,14.0,14.0,3.2647023421042722,3.805374342104272,0.013581066606971472,CollisionLoss,
116,58,744.1620685196956,72.3926910156697,96.99331367355713,20.652384647415367,11,11,14.0,14.0,4.266532901186776,4.8072049011867755,0.013581066606971472,Success,0.0
186,93,546.4074658122829,887.7639914719185,863.9549700296931,956.0433807027215,9,9,14.0,14.0,5.346216222728252,5.481384222728252,0.003395266651742868,Success,0.0
18,9,338.8175035043912,471.75339588996155,524.9875361198755,575.92107828943,9,9,14.0,14.0,5.609912164033075,5.745080164033075,0.003395266651742868,Success,0.0
56,28,586.9410292772754,119.88256945789,926.249824884364,524.6255076417054,8,8,14.0,14.0,5.750412879221083,5.828236879221083,0.001954850496458015,Success,0.0
206,6,928.5270371577644,130.7334413578014,959.6364429829601,753.6666037392042,11,11,14.0,14.0,5.864024187297261,6.404696187297261,0.013581066606971472,Success,0.0
78,39,576.658396460752,770.6320300072977,255.17371381211174,397.49576370795126,8,8,14.0,14.0,6.023749618852188,6.101573618852187,0.001954850496458015,Success,0.0
